ID,EDAD, Income ,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Mnt_SUM,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Num_SUM,CMP
2930,43,"68,092",0,0,7,852,60,207,78,36,48,1281,2,2,6,10,5,25,0
8216,49,"53,761",1,1,7,158,0,76,13,7,71,325,6,4,4,3,5,22,0
1212,48,"52,845",1,0,7,384,25,292,130,41,64,936,3,8,8,6,6,31,1
2541,45,"24,027",1,0,7,14,7,11,11,0,5,48,2,2,0,3,8,15,0
10659,42,"7,500",1,0,7,2,8,11,3,8,21,53,4,3,2,2,7,18,0
10905,66,"42,586",1,1,7,194,2,56,0,0,0,252,5,4,1,6,8,24,0
8910,66,"42,586",1,1,7,194,2,56,0,0,0,252,5,4,1,6,8,24,0
7349,48,"9,722",1,0,7,6,17,16,6,16,42,103,4,3,1,3,8,19,0
7872,46,"86,836",0,0,7,179,21,273,0,21,63,557,1,6,10,6,5,28,1
4290,49,"30,467",1,0,8,1,3,8,2,5,5,24,1,1,0,2,7,11,0
7408,69,"54,549",0,1,8,216,2,6,0,0,9,233,2,5,1,4,7,19,0
9986,39,"19,444",1,0,8,16,0,23,3,2,10,54,3,4,1,2,7,17,0
8235,65,"69,245",0,1,8,428,30,214,80,30,61,843,2,6,5,10,3,26,0
10949,58,"72,968",0,0,8,1092,37,592,145,37,55,1958,1,5,5,8,3,22,1
7284,68,"48,686",1,2,8,10,0,7,2,0,1,20,1,1,0,2,8,12,0
9529,31,"73,687",0,0,8,559,153,503,218,13,181,1627,1,3,9,9,2,24,1
9930,77,"82,716",0,0,8,606,148,228,15,148,22,1167,1,6,8,13,2,30,0
10270,40,"35,523",1,0,8,11,5,22,12,5,11,66,2,3,0,3,7,15,0
760,46,"60,554",1,0,8,588,7,76,110,15,15,811,2,8,4,9,6,29,0
5519,65,"64,090",0,1,8,316,58,161,76,51,135,797,1,6,9,4,5,25,0
232,56,"61,559",0,1,8,279,83,88,32,14,34,530,1,4,2,10,3,20,0
3009,59,"71,670",0,0,8,1462,16,128,0,0,160,1766,1,5,3,6,6,21,1
6518,70,"67,680",0,1,8,546,0,48,0,6,6,606,1,7,3,8,5,24,0
10669,40,"54,386",0,1,8,277,21,64,62,21,25,470,2,3,2,10,3,20,0
5682,68,"64,108",0,1,8,948,10,86,13,21,21,1099,4,6,9,11,5,35,0
1570,70,"69,702",0,1,8,664,9,240,50,19,57,1039,2,7,7,10,4,30,0
1497,69,"47,958",0,1,8,268,11,88,15,3,22,407,2,6,3,5,5,21,0
9723,61,"67,716",0,1,8,530,142,217,62,9,56,1016,4,7,4,13,5,33,1
7261,50,"34,600",1,1,8,199,33,60,8,3,15,318,5,5,2,5,8,25,0
2452,50,"34,600",1,1,8,199,33,60,8,3,15,318,5,5,2,5,8,25,0
5621,52,"48,752",1,1,8,73,57,100,71,15,0,316,5,6,1,5,9,26,0
10995,33,"15,716",1,0,8,16,5,30,8,7,26,92,3,3,0,4,8,18,0
7373,69,"46,610",0,2,8,96,12,96,33,22,43,302,6,4,1,6,6,23,0
5331,44,"74,985",0,0,8,587,51,898,247,0,86,1869,1,3,6,7,2,19,0
263,76,"45,576",0,0,9,56,19,29,2,14,25,145,1,3,1,3,8,16,0
4619,76,"113,734",0,0,9,6,2,3,1,262,3,277,0,27,0,0,1,28,0
940,34,"57,100",1,0,9,158,11,99,15,11,17,311,2,3,2,7,3,17,0
10084,49,"24,434",2,0,9,3,2,8,20,0,17,50,2,2,1,2,7,14,0
6019,50,"37,126",1,0,9,45,3,9,4,4,7,72,1,1,2,2,6,12,1
1463,63,"45,160",1,1,9,8,2,5,3,0,3,21,1,1,0,2,7,11,0
6424,44,"33,178",1,0,9,12,6,2,11,2,16,49,1,1,0,3,4,9,0
8233,71,"64,866",0,1,9,508,5,21,7,5,10,556,4,7,3,7,5,26,1
1515,46,"34,176",0,1,9,11,2,7,4,2,2,28,1,1,0,3,3,8,0
10855,53,"50,014",1,0,9,234,14,77,19,10,42,396,2,4,1,8,5,20,0
10909,73,"92,344",0,0,9,992,24,694,51,19,119,1899,0,5,10,5,1,21,1
3376,51,"55,282",1,0,9,125,6,73,8,4,19,235,1,3,1,6,4,15,0
10232,58,"48,799",0,1,9,174,18,81,28,6,24,331,3,3,2,7,3,18,0
5547,39,"84,169",0,0,9,1478,19,403,0,19,0,1919,1,7,6,6,3,23,1
8362,39,"84,169",0,0,9,1478,19,403,0,19,0,1919,1,7,6,6,3,23,1
3524,50,"39,763",1,0,9,80,1,60,4,6,16,167,2,5,1,2,9,19,0
10095,46,"74,165",0,0,9,1001,12,240,16,12,12,1293,1,5,4,10,2,22,0
8897,56,"42,720",1,1,9,392,5,91,28,26,112,654,8,7,3,7,8,33,0
466,77,"65,275",0,0,9,388,14,218,91,14,21,746,1,4,3,13,2,23,0
11025,60,"36,443",1,1,9,65,0,46,4,3,20,138,4,3,1,3,8,19,0
2387,69,"43,776",1,1,9,177,2,71,3,2,20,275,6,5,2,4,8,25,0
1618,56,"56,046",0,0,9,577,0,64,0,0,51,692,2,10,1,8,8,29,1
25,63,"65,148",0,1,9,460,35,422,33,12,153,1115,2,6,6,7,4,25,0
3277,66,"49,431",0,1,9,219,3,100,26,0,17,365,2,7,1,5,8,23,0
8566,60,"32,583",1,1,10,5,0,3,0,0,1,9,1,1,0,2,7,11,0
2634,42,"16,653",1,0,10,5,7,31,15,4,7,69,3,2,1,3,6,15,0
8036,50,"26,850",1,1,10,31,1,13,7,2,9,63,4,2,1,4,4,15,0
8159,53,"51,287",1,1,10,117,0,22,13,0,30,182,3,4,1,3,7,18,0
7628,48,"43,050",1,0,10,30,5,24,6,3,8,76,2,2,0,4,5,13,0
9597,52,"73,448",0,0,10,236,106,189,23,41,130,725,1,7,2,9,4,23,0
1384,29,"17,256",1,0,10,6,4,14,8,8,22,62,2,2,1,2,8,15,1
10150,60,"86,429",0,0,10,464,28,873,29,18,37,1449,0,7,4,7,2,20,1
3885,38,"33,569",1,0,10,16,2,18,3,0,24,63,1,1,1,2,8,13,1
11003,41,"25,130",1,0,10,2,5,7,0,18,18,50,2,2,0,3,7,14,0
8026,69,"62,998",0,1,10,120,58,73,65,89,58,463,5,5,4,5,5,24,0
577,45,"26,907",1,1,10,9,1,7,0,3,2,22,2,1,0,3,7,13,0
8702,45,"26,907",1,1,10,9,1,7,0,3,2,22,2,1,0,3,7,13,0
5429,73,"45,579",0,1,10,145,1,33,2,1,1,183,1,4,1,4,6,16,0
977,64,"47,320",0,1,10,200,19,111,50,15,19,414,6,5,1,8,6,26,0
2793,45,"70,179",0,1,10,532,88,168,69,44,133,1034,3,7,3,13,5,31,0
1071,45,"70,179",0,1,10,532,88,168,69,44,133,1034,3,7,3,13,5,31,0
5074,35,"28,072",1,0,10,30,0,10,2,0,5,47,1,1,0,3,7,12,0
2632,67,"50,501",1,1,10,297,0,38,13,0,152,500,7,5,4,4,6,26,1
6404,52,"58,917",1,2,10,151,7,89,0,7,28,282,5,4,1,6,5,21,0
10240,72,"69,372",0,0,10,997,26,269,34,13,42,1381,1,10,4,6,4,25,1
2521,50,"35,178",1,0,10,23,1,13,2,2,18,59,1,1,1,2,7,12,1
4301,50,"35,178",1,0,10,23,1,13,2,2,18,59,1,1,1,2,7,12,1
7381,53,"75,693",0,0,10,797,153,293,72,97,30,1442,1,11,4,6,4,26,1
2407,39,"69,109",0,0,10,823,25,459,124,29,95,1555,1,6,6,7,4,24,1
9064,39,"69,109",0,0,10,823,25,459,124,29,95,1555,1,6,6,7,4,24,1
5067,27,"80,134",0,0,11,966,26,282,52,26,26,1378,1,2,7,11,5,26,1
10281,51,"64,713",1,0,11,180,60,241,13,54,54,602,2,5,5,7,4,23,0
11191,35,"41,411",0,0,11,37,32,38,11,3,18,139,1,2,1,4,6,14,0
2552,66,"55,521",1,2,11,416,0,26,0,0,4,446,9,6,3,6,7,31,1
6720,53,"43,795",0,1,11,314,11,53,4,3,107,492,3,7,3,4,7,24,1
4557,51,"22,070",1,0,11,10,7,19,8,2,21,67,2,2,2,2,6,14,0
1183,72,"36,408",1,1,11,9,1,4,3,2,3,22,1,1,0,2,6,10,0
4186,71,"34,026",1,1,11,18,6,15,12,8,17,76,3,2,1,3,5,14,0
1419,71,"34,026",1,1,11,18,6,15,12,8,17,76,3,2,1,3,5,14,0
967,45,"46,049",1,1,11,342,9,112,19,14,19,515,10,5,2,9,7,33,0
1048,49,"35,641",1,0,11,63,3,67,8,9,28,178,2,3,1,4,7,17,0
9262,37,"32,414",0,0,11,20,6,5,0,9,12,52,1,1,0,3,7,12,1
3427,66,"59,821",0,1,11,629,0,70,0,0,35,734,6,11,2,7,8,34,0
5892,41,"34,968",1,0,11,158,6,45,8,2,2,221,7,3,2,5,7,24,0
8911,54,"56,320",0,1,11,201,53,172,116,77,83,702,3,5,4,9,4,25,0
6606,52,"70,091",1,0,11,964,34,137,15,0,11,1161,2,5,2,10,8,27,1
2677,65,"46,097",0,1,11,72,24,68,65,4,8,241,5,3,1,6,4,19,0
252,58,"41,003",0,0,11,123,133,142,71,44,88,601,1,6,2,8,6,23,0
9860,62,"44,911",0,1,11,159,0,22,2,1,31,215,3,4,1,4,7,19,0
1388,46,"33,249",1,0,11,6,10,21,19,14,42,112,2,2,1,3,6,14,0
979,46,"33,249",1,0,11,6,10,21,19,14,42,112,2,2,1,3,6,14,0
7494,71,"42,873",1,1,11,209,0,40,3,2,15,269,4,6,1,4,8,23,0
10490,52,"51,039",1,1,11,100,64,79,65,0,109,417,2,6,2,4,7,21,0
3403,63,"78,952",0,1,11,1170,19,594,99,76,134,2092,2,2,5,12,6,27,0
2715,55,"29,435",1,1,11,70,3,37,4,2,64,180,4,3,2,2,9,20,0
4828,67,"79,865",0,1,12,71,99,278,185,121,38,792,1,5,10,5,1,22,0
92,33,"34,176",1,0,12,5,7,24,19,14,20,89,4,3,0,4,6,17,0
3312,33,"34,176",1,0,12,5,7,24,19,14,20,89,4,3,0,4,6,17,0
11176,51,"65,968",0,1,12,376,9,83,19,4,4,495,2,5,4,7,3,21,0
1446,65,"86,424",0,0,12,387,68,569,89,45,68,1226,1,6,9,12,1,29,0
9699,55,"67,272",0,1,12,357,35,271,28,28,14,733,3,6,2,12,5,28,0
9790,64,"78,499",0,0,12,912,72,170,47,36,97,1334,1,11,3,4,4,23,1
2324,49,"77,044",0,1,12,625,38,242,50,34,76,1065,2,7,11,11,4,35,1
5080,28,"70,515",0,0,12,420,0,452,182,64,140,1258,1,6,6,4,2,19,0
4992,46,"17,459",1,0,12,6,4,16,3,10,30,69,3,3,1,2,7,16,0
7849,51,"80,336",0,0,12,209,19,456,160,142,66,1052,1,2,9,13,1,26,0
4808,65,"15,759",0,0,12,1,2,5,6,0,3,17,1,1,0,2,7,11,0
10401,45,"26,326",0,0,12,1,0,5,0,3,9,18,1,0,0,3,3,7,0
7793,45,"62,061",0,1,12,641,7,84,0,30,38,800,3,10,4,7,6,30,1
9303,45,"5,305",0,1,12,12,4,7,1,3,5,32,0,1,0,0,13,14,0
6853,39,"75,777",0,0,12,712,26,538,69,13,80,1438,1,3,6,11,1,22,1
7366,39,"75,777",0,0,12,712,26,538,69,13,80,1438,1,3,6,11,1,22,1
9780,50,"71,499",0,1,12,465,25,132,136,0,37,795,2,8,3,13,4,30,0
7573,43,"31,626",1,0,12,39,1,9,2,1,34,86,1,2,1,2,7,13,1
1379,29,"42,670",0,0,12,154,2,46,20,4,15,241,1,4,2,4,4,15,0
8923,48,"83,917",0,0,12,514,22,732,42,198,79,1587,1,6,7,7,3,24,0
3547,52,"41,021",1,0,12,14,7,9,6,16,12,64,2,2,0,3,6,13,0
8707,65,"79,456",0,0,12,565,42,548,64,83,99,1401,1,5,6,4,3,19,0
1891,41,"78,789",0,0,12,667,50,850,21,83,83,1754,1,4,6,5,2,18,0
6271,69,"50,870",0,1,13,53,0,8,0,0,2,63,1,2,0,3,5,11,0
9635,38,"35,876",0,0,13,66,2,40,4,3,14,129,1,3,1,3,6,14,0
